Aug  5 19:30:11,FPC 0 GEPHY1,OK,45 degrees C / 113 degrees F
Aug  5 19:30:11,FPC 0 GEPHY2,OK,30 degrees C / 86 degrees F
Aug  5 19:30:11,FPC 0 GEPHY3,OK,45 degrees C / 113 degrees F
Aug  5 19:30:11,FPC 0 GEPHY4,OK,45 degrees C / 113 degrees F
Aug  5 19:31:11,FPC 0 GEPHY1,OK,40 degrees C / 104 degrees F
Aug  5 19:31:11,FPC 0 GEPHY2,OK,30 degrees C / 86 degrees F
Aug  5 19:31:11,FPC 0 GEPHY3,OK,45 degrees C / 113 degrees F
Aug  5 19:31:11,FPC 0 GEPHY4,OK,45 degrees C / 113 degrees F
